           1     1.68026     1.68026           0
           2     1.62901     1.65464   0.0181175
           3     1.67217     1.66048   0.0129868
           4     1.65107     1.65813   0.0099511
           5     1.61792     1.65009   0.0107284
           6     1.66928     1.65328  0.00940525
           7     1.66333     1.65472   0.0081704
           8     1.66734      1.6563  0.00729976
           9      1.6433     1.65485  0.00662992
          10     1.65834      1.6552  0.00597606
          11     1.64407     1.65419  0.00551779
          12     1.65102     1.65393  0.00506429
          13     1.65001     1.65362  0.00468368
          14     1.64879     1.65328  0.00436185
          15     1.66021     1.65374  0.00409549
          16     1.63945     1.65285  0.00393571
          17     1.66044     1.65329  0.00372944
          18     1.64882     1.65305  0.00353054
          19     1.67365     1.65413  0.00350727
          20     1.67089     1.65497  0.00343056
