           1  -0.0318372  -0.0318372           0
           2   -0.237732   -0.134785   0.0727948
           3   -0.334165   -0.201245   0.0727997
           4   -0.406183   -0.252479   0.0703552
           5   -0.403593   -0.282702   0.0624391
           6   -0.386176   -0.299948   0.0543621
           7   -0.378702   -0.311198   0.0477461
           8   -0.411292    -0.32371   0.0433862
           9   -0.463047   -0.339192   0.0412353
          10   -0.387641   -0.344037   0.0373953
          11    -0.39189   -0.348387   0.0342479
          12   -0.355604   -0.348989   0.0313992
          13    -0.39208   -0.352303   0.0291583
          14   -0.386507   -0.354746   0.0271777
          15   -0.371672   -0.355875   0.0253893
          16   -0.384065   -0.357637   0.0238635
          17   -0.391663   -0.359638   0.0225435
          18   -0.386318    -0.36112   0.0213398
          19   -0.399344   -0.363132   0.0203113
          20   -0.367001   -0.363326   0.0192966
          21   -0.344671   -0.362437   0.0183982
          22   -0.408445   -0.364529   0.0176803
          23   -0.410782    -0.36654   0.0170256
          24   -0.388096   -0.367438   0.0163399
          25   -0.363935   -0.367298   0.0156869
          26    -0.40174   -0.368622   0.0151394
          27   -0.399073    -0.36975   0.0146206
          28   -0.419514   -0.371527   0.0142061
          29   -0.394097   -0.372306   0.0137375
          30   -0.372598   -0.372315   0.0132796
          31   -0.384774   -0.372717   0.0128573
