           1         1.2         1.2           0
           2     1.33663     1.26832   0.0483074
           3     1.40087      1.3125   0.0483593
           4     1.44888      1.3466   0.0467694
           5     1.44713      1.3667    0.041513
           6     1.43554     1.37818   0.0361449
           7      1.4305     1.38565   0.0317448
           8     1.45212     1.39396   0.0288436
           9     1.48663     1.40426   0.0274151
          10     1.43643     1.40747   0.0248616
          11     1.43936     1.41037   0.0227699
          12     1.41521     1.41078    0.020876
          13     1.43937     1.41298   0.0193857
          14     1.43569      1.4146   0.0180688
          15     1.42589     1.41535   0.0168798
          16     1.43413     1.41652   0.0158656
          17     1.43914     1.41785    0.014988
          18     1.43557     1.41884   0.0141876
          19     1.44427     1.42018   0.0135039
          20     1.42277     1.42031   0.0128293
          21      1.4079     1.41972    0.012232
          22     1.45036     1.42111    0.011755
          23     1.45195     1.42245   0.0113202
          24     1.43681     1.42305   0.0108643
          25     1.42075     1.42296   0.0104301
          26     1.44576     1.42383   0.0100658
          27     1.44399     1.42458  0.00972063
          28      1.4576     1.42576  0.00944473
          29     1.44079     1.42628  0.00913325
          30     1.42651     1.42629  0.00882882
          31     1.43462     1.42655   0.0085481
