           0           0           0
   0.0129266           0           0
   0.0258532           0           0
   0.0387798           0           0
   0.0517064           0           0
    0.064633           0           0
   0.0775596           0           0
   0.0904863           0           0
    0.103413           0           0
    0.116339           0           0
    0.129266           0           0
    0.142193           0           0
    0.155119           0           0
    0.168046           0           0
    0.180973           0           0
    0.193899           0           0
    0.206826           0           0
    0.219752           0           0
    0.232679           0           0
    0.245606           0           0
    0.258532           0           0
    0.271459           0           0
    0.284385           0           0
    0.297312           0           0
    0.310239           0           0
    0.323165           0           0
    0.336092           0           0
    0.349018           0           0
    0.361945           0           0
    0.374872           0           0
    0.387798           0           0
    0.400725           0           0
    0.413651           0           0
    0.426578           0           0
    0.439505           0           0
    0.452431           0           0
    0.465358           0           0
    0.478285           0           0
    0.491211           0           0
    0.504138           0           0
    0.517064           0           0
    0.529991           0           0
    0.542918           0           0
    0.555844           0           0
    0.568771           0           0
    0.581697           0           0
    0.594624           0           0
    0.607551           0           0
    0.620477           0           0
    0.633404           0           0
     0.64633           0           0
    0.659257           0           0
    0.672184           0           0
     0.68511           0           0
    0.698037           0           0
    0.710963           0           0
     0.72389           0           0
    0.736817           0           0
    0.749743           0           0
     0.76267           0           0
    0.775596           0           0
    0.788523           0           0
     0.80145           0           0
    0.814376           0           0
    0.827303           0           0
     0.84023           0           0
    0.853156 1.54273e-05 1.50367e-05
    0.866083 8.98418e-05  4.2878e-05
    0.879009 0.000683363 0.000142866
    0.891936   0.0037853  0.00026227
    0.904863   0.0144265 0.000583163
    0.917789   0.0429047  0.00120578
    0.930716    0.101578  0.00192247
    0.943642    0.200356  0.00358608
    0.956569    0.355141  0.00556815
    0.969496    0.554372  0.00832938
    0.982422     0.79016   0.0105867
    0.995349     1.05752   0.0145611
     1.00828     1.30732   0.0158616
      1.0212     1.53743    0.020573
     1.03413     1.75651   0.0223058
     1.04706       1.936   0.0256742
     1.05998     2.06532   0.0284234
     1.07291     2.16829   0.0267405
     1.08584     2.23342    0.027528
     1.09876     2.28536   0.0272337
     1.11169     2.29674   0.0272032
     1.12461      2.2816   0.0307952
     1.13754     2.25481   0.0244777
     1.15047     2.22675   0.0250086
     1.16339     2.18821   0.0270555
     1.17632     2.14435   0.0239922
     1.18925      2.0909   0.0239229
     1.20217      2.0373   0.0233709
      1.2151     1.98912   0.0224953
     1.22803     1.93008   0.0219847
     1.24095     1.88125   0.0222448
     1.25388     1.83137   0.0206808
     1.26681     1.78844   0.0208316
     1.27973     1.73328   0.0180712
     1.29266     1.69512    0.020623
     1.30559     1.65252   0.0186634
     1.31851     1.61636   0.0183196
     1.33144     1.57854   0.0203845
     1.34437     1.53785   0.0179372
     1.35729     1.50725   0.0168748
     1.37022     1.48143   0.0167198
     1.38315     1.44576   0.0170487
     1.39607     1.42461   0.0143339
       1.409     1.40175   0.0155095
     1.42193     1.37193   0.0144087
     1.43485     1.35683   0.0132474
     1.44778     1.33384   0.0137697
     1.46071     1.31148   0.0154146
     1.47363     1.30026   0.0157071
     1.48656     1.27559   0.0139639
     1.49949     1.25489   0.0135011
     1.51241     1.25128   0.0134582
     1.52534     1.23602    0.012259
     1.53827     1.21988   0.0124708
     1.55119     1.20537   0.0131087
     1.56412       1.189   0.0124565
     1.57705     1.18159   0.0124057
     1.58997     1.17318   0.0120724
      1.6029     1.16706    0.011696
     1.61583      1.1547    0.012511
     1.62875     1.14743   0.0121414
     1.64168     1.13845  0.00967394
     1.65461     1.13115   0.0121729
     1.66753     1.12435   0.0115878
     1.68046     1.11823   0.0113621
     1.69339     1.11094   0.0109147
     1.70631     1.10539   0.0112335
     1.71924     1.09775   0.0106774
     1.73217     1.09204   0.0104373
     1.74509     1.08879   0.0105479
     1.75802       1.082   0.0113798
     1.77095     1.07976   0.0101977
     1.78387     1.07734   0.0105459
      1.7968     1.07951   0.0102051
     1.80973     1.06575  0.00950176
     1.82265     1.06362  0.00985938
     1.83558     1.06208   0.0101132
      1.8485     1.06331   0.0105623
     1.86143       1.057  0.00957621
     1.87436     1.05448  0.00975088
     1.88728      1.0594  0.00992035
     1.90021      1.0545   0.0096419
     1.91314     1.05183  0.00944706
     1.92606     1.05018  0.00889779
     1.93899     1.05176  0.00924459
     1.95192     1.05225  0.00911666
     1.96484     1.05065  0.00856078
     1.97777     1.05089  0.00876899
      1.9907      1.0492  0.00865887
     2.00362     1.05464  0.00951033
     2.01655     1.04964  0.00904555
     2.02948     1.04779  0.00912401
      2.0424     1.04904  0.00881011
     2.05533     1.05176  0.00896091
     2.06826     1.05088  0.00896349
     2.08118       1.053  0.00852216
     2.09411     1.05286  0.00898039
     2.10704     1.04931  0.00934769
     2.11996     1.05126   0.0085735
     2.13289      1.0481  0.00901383
     2.14582     1.04857  0.00922085
     2.15874     1.04748  0.00930747
     2.17167     1.04648  0.00854666
      2.1846     1.04427  0.00874441
     2.19752     1.04424  0.00962605
     2.21045     1.04097  0.00989182
     2.22338     1.04317    0.010157
      2.2363     1.04189  0.00897717
     2.24923     1.04072   0.0087172
     2.26216     1.03833  0.00987705
     2.27508     1.04138  0.00980405
     2.28801        1.04  0.00845629
     2.30094     1.03764  0.00970885
     2.31386     1.03643  0.00955792
     2.32679     1.03316  0.00836831
     2.33972      1.0346  0.00917901
     2.35264     1.03582  0.00973943
     2.36557     1.03013  0.00942935
      2.3785      1.0311  0.00775164
     2.39142     1.03205  0.00816517
     2.40435     1.02844  0.00825045
     2.41728     1.02472  0.00820422
      2.4302     1.02967  0.00800991
     2.44313     1.02413  0.00834463
     2.45606     1.02826  0.00800382
     2.46898      1.0242  0.00767066
     2.48191     1.02679  0.00726335
     2.49484     1.02355  0.00791539
     2.50776     1.01961  0.00756585
     2.52069     1.02213  0.00777582
     2.53362     1.01734  0.00821574
     2.54654     1.02085    0.008064
     2.55947     1.01656  0.00636216
      2.5724     1.01708  0.00750036
     2.58532      1.0174  0.00628499
     2.59825     1.01407   0.0071045
     2.61117     1.01468  0.00706105
      2.6241      1.0115  0.00740191
     2.63703     1.01628  0.00651522
     2.64995     1.01081  0.00774005
     2.66288     1.01168  0.00710498
     2.67581     1.01042  0.00723674
     2.68873     1.01051  0.00714569
     2.70166     1.00946  0.00690006
     2.71459     1.00812  0.00605594
