           1   0.0599702   0.0599702           0
           2   0.0599699     0.05997 1.14499e-07
           3   0.0599696   0.0599699 1.43485e-07
           4   0.0599692   0.0599697 1.73176e-07
           5   0.0599688   0.0599695 2.08496e-07
           6   0.0599686   0.0599694 2.27816e-07
           7   0.0599683   0.0599692 2.44037e-07
           8   0.0599676    0.059969 2.88832e-07
           9   0.0599668   0.0599688 3.48557e-07
          10   0.0599665   0.0599685 3.78645e-07
          11    0.059966   0.0599683 4.10468e-07
          12   0.0599655   0.0599681 4.38525e-07
          13    0.059965   0.0599678 4.64221e-07
          14   0.0599645   0.0599676 4.89564e-07
          15    0.059964   0.0599674 5.13552e-07
          16   0.0599636   0.0599671  5.3297e-07
          17   0.0599631   0.0599669 5.51039e-07
          18    0.059963   0.0599667  5.6111e-07
          19   0.0599623   0.0599664 5.77428e-07
          20    0.059961   0.0599662 6.09558e-07
          21   0.0599605   0.0599659 6.37763e-07
          22   0.0599599   0.0599656 6.64113e-07
          23   0.0599599   0.0599654 6.80765e-07
          24    0.059959   0.0599651 7.01704e-07
          25   0.0599583   0.0599648 7.24543e-07
          26   0.0599568   0.0599645 7.59103e-07
          27    0.059956   0.0599642 7.93676e-07
          28   0.0599558   0.0599639 8.19851e-07
          29   0.0599552   0.0599636 8.44399e-07
          30   0.0599536   0.0599633 8.80203e-07
          31   0.0599533    0.059963  9.0825e-07
          32    0.059953   0.0599626 9.31551e-07
          33   0.0599514   0.0599623 9.64075e-07
          34   0.0599486   0.0599619 1.01615e-06
          35   0.0599463   0.0599615 1.08013e-06
          36   0.0599435    0.059961 1.15963e-06
          37   0.0599431   0.0599605 1.22496e-06
          38   0.0599432     0.05996 1.27455e-06
          39   0.0599408   0.0599595 1.33384e-06
          40   0.0599391    0.059959 1.39509e-06
          41   0.0599381   0.0599585  1.4515e-06
          42   0.0599359    0.059958 1.51338e-06
          43   0.0599366   0.0599575 1.55726e-06
          44   0.0599367    0.059957 1.59206e-06
          45   0.0599325   0.0599564 1.64742e-06
          46    0.059933   0.0599559 1.68869e-06
          47   0.0599314   0.0599554 1.73139e-06
          48   0.0599337    0.059955 1.75323e-06
          49   0.0599343   0.0599545 1.76742e-06
          50   0.0599325   0.0599541 1.78634e-06
          51   0.0599306   0.0599536 1.80969e-06
          52   0.0599304   0.0599532 1.82914e-06
          53   0.0599289   0.0599527  1.8512e-06
          54   0.0599274   0.0599523 1.87525e-06
          55   0.0599277   0.0599518 1.89358e-06
          56    0.059934   0.0599515 1.88632e-06
          57   0.0599305   0.0599511 1.88877e-06
          58   0.0599287   0.0599508 1.89527e-06
          59   0.0599312   0.0599504 1.89191e-06
          60   0.0599312   0.0599501 1.88739e-06
          61    0.059933   0.0599498 1.87717e-06
          62   0.0599309   0.0599495 1.87144e-06
          63   0.0599318   0.0599492 1.86283e-06
          64   0.0599282   0.0599489 1.86257e-06
          65    0.059927   0.0599486 1.86424e-06
          66   0.0599268   0.0599482 1.86495e-06
          67   0.0599298    0.059948 1.85726e-06
          68   0.0599537    0.059948 1.83184e-06
          69     0.05994   0.0599479 1.80898e-06
          70   0.0599339   0.0599477 1.79424e-06
          71    0.059929   0.0599475 1.78827e-06
          72   0.0599338   0.0599473 1.77346e-06
          73   0.0599263    0.059947 1.77226e-06
          74   0.0599353   0.0599468 1.75533e-06
          75   0.0599329   0.0599466 1.74165e-06
          76   0.0599302   0.0599464 1.73213e-06
          77   0.0599163    0.059946 1.75332e-06
          78   0.0599212   0.0599457  1.7596e-06
          79   0.0599304   0.0599455 1.74793e-06
          80   0.0599077   0.0599451 1.78898e-06
          81   0.0599225   0.0599448 1.78834e-06
          82   0.0599293   0.0599446  1.7764e-06
          83   0.0599189   0.0599443 1.78182e-06
          84   0.0598994   0.0599437 1.83894e-06
          85   0.0599035   0.0599433 1.87728e-06
          86   0.0599293   0.0599431 1.86244e-06
          87   0.0599272   0.0599429    1.85e-06
          88   0.0599242   0.0599427 1.84123e-06
          89    0.059897   0.0599422 1.89089e-06
          90   0.0599034   0.0599418 1.91838e-06
          91    0.059905   0.0599414  1.9393e-06
