           1     2.68039     2.68039           0
           2     2.68047     2.68043 3.00869e-05
           3     2.68041     2.68042 2.07233e-05
           4     2.68041     2.68042 1.57027e-05
           5     2.68037     2.68041 1.55499e-05
           6     2.68033      2.6804 1.79326e-05
           7     2.68019     2.68037 3.17351e-05
           8     2.68047     2.68038 3.02165e-05
           9      2.6808     2.68043 5.10554e-05
          10      2.6804     2.68042 4.60253e-05
          11     2.68057     2.68044  4.3679e-05
          12     2.68083     2.68047 5.08427e-05
          13     2.68079     2.68049 5.24828e-05
          14     2.68034     2.68048 4.99132e-05
          15     2.68037     2.68048 4.71641e-05
          16     2.68031     2.68047 4.53469e-05
          17     2.68073     2.68048 4.52303e-05
          18     2.68017     2.68046 4.58855e-05
          19     2.68053     2.68047 4.36209e-05
          20     2.68069     2.68048  4.2898e-05
