           1    0.588352    0.588352           0
           2    0.557802    0.573077    0.010801
           3    0.564313    0.570156   0.0075855
           4    0.557933      0.5671  0.00627444
           5    0.558009    0.565282   0.0052764
           6    0.559105    0.564252  0.00449631
           7    0.552081    0.562514  0.00417669
           8    0.558679    0.562034  0.00368201
           9    0.557657    0.561548  0.00330487
          10    0.559656    0.561359  0.00297979
          11    0.568637     0.56202   0.0027814
          12    0.559134     0.56178     0.00256
          13     0.55991    0.561636  0.00236711
          14    0.559374    0.561474  0.00220354
          15    0.553266    0.560927  0.00212349
          16    0.563584    0.561093  0.00199726
          17    0.568975    0.561557  0.00193283
          18    0.550773    0.560958  0.00191605
          19    0.557387     0.56077   0.0018244
          20    0.563569     0.56091  0.00173853
          21    0.566411    0.561172  0.00167536
          22    0.547533    0.560552  0.00171007
          23    0.551216    0.560146   0.0016832
          24    0.571373    0.560614  0.00167682
          25    0.565029     0.56079  0.00161902
          26    0.565559    0.560974   0.0015671
          27    0.571254    0.561355  0.00155463
          28    0.556316    0.561175  0.00150949
          29    0.564361    0.561284  0.00146143
          30    0.555957    0.561107  0.00142346
