           0           0           0
  0.00512993           0           0
   0.0102599           0           0
   0.0153898           0           0
   0.0205197           0           0
   0.0256496           0           0
   0.0307796           0           0
   0.0359095           0           0
   0.0410394           0           0
   0.0461694           0           0
   0.0512993           0           0
   0.0564292           0           0
   0.0615591           0           0
   0.0666891           0           0
    0.071819           0           0
   0.0769489           0           0
   0.0820788           0           0
   0.0872088           0           0
   0.0923387           0           0
   0.0974686           0           0
    0.102599           0           0
    0.107728           0           0
    0.112858           0           0
    0.117988           0           0
    0.123118           0           0
    0.128248           0           0
    0.133378           0           0
    0.138508           0           0
    0.143638           0           0
    0.148768           0           0
    0.153898           0           0
    0.159028           0           0
    0.164158           0           0
    0.169288           0           0
    0.174418           0           0
    0.179547           0           0
    0.184677           0           0
    0.189807           0           0
    0.194937           0           0
    0.200067           0           0
    0.205197           0           0
    0.210327           0           0
    0.215457           0           0
    0.220587           0           0
    0.225717           0           0
    0.230847           0           0
    0.235977           0           0
    0.241107           0           0
    0.246237           0           0
    0.251366           0           0
    0.256496           0           0
    0.261626           0           0
    0.266756           0           0
    0.271886           0           0
    0.277016           0           0
    0.282146           0           0
    0.287276           0           0
    0.292406           0           0
    0.297536           0           0
    0.302666           0           0
    0.307796           0           0
    0.312926           0           0
    0.318056           0           0
    0.323185           0           0
    0.328315           0           0
    0.333445           0           0
    0.338575           0           0
    0.343705           0           0
    0.348835           0           0
    0.353965           0           0
    0.359095           0           0
    0.364225           0           0
    0.369355           0           0
    0.374485           0           0
    0.379615           0           0
    0.384745           0           0
    0.389875           0           0
    0.395004           0           0
    0.400134           0           0
    0.405264           0           0
    0.410394           0           0
    0.415524           0           0
    0.420654           0           0
    0.425784           0           0
    0.430914           0           0
    0.436044           0           0
    0.441174           0           0
    0.446304           0           0
    0.451434           0           0
    0.456564           0           0
    0.461694           0           0
    0.466823           0           0
    0.471953           0           0
    0.477083           0           0
    0.482213           0           0
    0.487343           0           0
    0.492473           0           0
    0.497603           0           0
    0.502733           0           0
    0.507863           0           0
    0.512993           0           0
    0.518123           0           0
    0.523253           0           0
    0.528383           0           0
    0.533512           0           0
    0.538642           0           0
    0.543772           0           0
    0.548902           0           0
    0.554032           0           0
    0.559162           0           0
    0.564292           0           0
    0.569422           0           0
    0.574552           0           0
    0.579682           0           0
    0.584812           0           0
    0.589942           0           0
    0.595072           0           0
    0.600202           0           0
    0.605331           0           0
    0.610461           0           0
    0.615591           0           0
    0.620721           0           0
    0.625851           0           0
    0.630981           0           0
    0.636111           0           0
    0.641241           0           0
    0.646371           0           0
    0.651501           0           0
    0.656631           0           0
    0.661761           0           0
    0.666891           0           0
    0.672021           0           0
     0.67715           0           0
     0.68228           0           0
     0.68741           0           0
     0.69254           0           0
     0.69767           0           0
      0.7028           0           0
     0.70793           0           0
     0.71306           0           0
     0.71819           0           0
     0.72332           0           0
     0.72845           0           0
     0.73358           0           0
     0.73871           0           0
     0.74384           0           0
    0.748969           0           0
    0.754099           0           0
    0.759229           0           0
    0.764359           0           0
    0.769489           0           0
    0.774619           0           0
    0.779749           0           0
    0.784879           0           0
    0.790009           0           0
    0.795139           0           0
    0.800269           0           0
    0.805399           0           0
    0.810529           0           0
    0.815659           0           0
    0.820788           0           0
    0.825918           0           0
    0.831048           0           0
    0.836178           0           0
    0.841308           0           0
    0.846438           0           0
    0.851568           0           0
    0.856698           0           0
    0.861828 2.16264e-05 1.04603e-05
    0.866958 6.88652e-05 2.13654e-05
    0.872088 0.000124385 2.20845e-05
    0.877218 0.000313146 4.08243e-05
    0.882348 0.000804767 6.26627e-05
    0.887478  0.00165676 8.82148e-05
    0.892607  0.00341681 0.000132622
    0.897737  0.00644142 0.000237981
    0.902867   0.0117277 0.000276724
    0.907997   0.0201407 0.000258848
    0.913127   0.0321742  0.00044578
    0.918257   0.0498299 0.000399466
    0.923387    0.076236 0.000699319
    0.928517    0.109274 0.000753524
    0.933647    0.152684 0.000950221
    0.938777     0.20941 0.000994689
    0.943907    0.273947  0.00119515
    0.949037    0.354405   0.0013004
    0.954167    0.449548  0.00150933
    0.959297    0.551559  0.00170726
    0.964426    0.665518  0.00228574
    0.969556    0.791899  0.00141459
    0.974686    0.921296  0.00261805
    0.979816     1.05597  0.00313824
    0.984946     1.19447  0.00271744
    0.990076     1.33804  0.00284217
    0.995206     1.47862  0.00312003
     1.00034     1.61285  0.00366886
     1.00547     1.74774  0.00208435
      1.0106     1.86919  0.00337732
     1.01573      1.9819  0.00284244
     1.02086     2.08659  0.00366243
     1.02599     2.17978  0.00366224
     1.03112      2.2726  0.00312486
     1.03625     2.34188  0.00393826
     1.04138     2.41285  0.00386935
     1.04651     2.46274   0.0028328
     1.05164     2.50921  0.00282255
     1.05677     2.54333  0.00286142
      1.0619     2.56294  0.00301592
     1.06702     2.56758  0.00355552
     1.07215     2.57287  0.00266459
     1.07728     2.57988  0.00352942
     1.08241     2.56891  0.00365517
     1.08754     2.55465  0.00300752
     1.09267      2.5319  0.00316591
      1.0978     2.50858  0.00287667
     1.10293     2.47949  0.00253869
     1.10806     2.44346  0.00246708
     1.11319     2.41128  0.00269705
     1.11832     2.36811  0.00233874
     1.12345     2.33186   0.0030525
     1.12858     2.28409  0.00212759
     1.13371     2.24627  0.00321218
     1.13884     2.20169  0.00221614
     1.14397     2.15342  0.00218733
      1.1491     2.11046  0.00272078
     1.15423     2.06523  0.00294236
     1.15936      2.0195   0.0021477
     1.16449     1.97374  0.00229746
     1.16962     1.92713  0.00290669
     1.17475     1.88301  0.00216541
     1.17988     1.84261  0.00274542
     1.18501     1.79652  0.00261591
     1.19014     1.75405  0.00205654
     1.19527     1.71289  0.00213271
      1.2004     1.67327  0.00274899
     1.20553     1.63611  0.00230422
     1.21066     1.59706  0.00286065
     1.21579     1.55799  0.00218071
     1.22092     1.52387  0.00204961
     1.22605     1.48763  0.00214522
     1.23118     1.45272  0.00235904
     1.23631      1.4184  0.00195346
     1.24144     1.39168  0.00276568
     1.24657     1.36323  0.00199524
      1.2517     1.32863  0.00210127
     1.25683     1.30241  0.00260628
     1.26196     1.27485  0.00140013
     1.26709     1.24593  0.00226417
     1.27222     1.22249  0.00204598
     1.27735     1.19782  0.00215209
     1.28248     1.17249  0.00188815
     1.28761     1.14717   0.0016973
     1.29274     1.12786  0.00168875
     1.29787     1.10426  0.00186201
       1.303     1.08059  0.00163041
     1.30813     1.06264  0.00189175
     1.31326     1.04184  0.00137307
     1.31839      1.0241  0.00166562
     1.32352      1.0077  0.00209766
     1.32865    0.989657  0.00161189
     1.33378    0.972844  0.00166712
     1.33891     0.95631  0.00187202
     1.34404    0.939332  0.00155691
     1.34917     0.92738  0.00129392
      1.3543    0.912765  0.00135955
     1.35943    0.901957  0.00193207
     1.36456     0.88518  0.00186902
     1.36969    0.874313  0.00164754
     1.37482    0.860391  0.00171353
     1.37995     0.85015  0.00158262
     1.38508    0.838365    0.001516
     1.39021    0.826836  0.00128455
     1.39534    0.817057  0.00152218
     1.40047    0.808531  0.00139583
      1.4056    0.797817   0.0015402
     1.41073    0.788686   0.0012735
     1.41586     0.78126  0.00109506
     1.42099    0.771358   0.0016068
     1.42612    0.764557  0.00134986
     1.43125    0.756392 0.000940949
     1.43638    0.751483  0.00139214
     1.44151    0.742483  0.00121697
     1.44664    0.737526  0.00118695
     1.45177    0.732254  0.00097968
      1.4569     0.72508  0.00132497
     1.46203    0.718061  0.00112277
     1.46716    0.713401  0.00107886
     1.47229    0.708272  0.00113149
     1.47742    0.704381  0.00107454
     1.48255    0.703215  0.00125315
     1.48768    0.697255  0.00114784
     1.49281    0.693699  0.00103898
     1.49794     0.68977  0.00124196
     1.50307    0.687054  0.00121311
      1.5082    0.683508  0.00101435
     1.51333    0.680075  0.00114343
     1.51846    0.680235 0.000837989
     1.52359    0.676357  0.00107027
     1.52872    0.677777 0.000763286
     1.53385    0.674686  0.00120999
     1.53898    0.672061  0.00144315
     1.54411    0.671751  0.00100523
     1.54924    0.669559  0.00104512
     1.55437    0.668849  0.00119107
      1.5595    0.668811 0.000937879
     1.56463    0.671954  0.00110282
     1.56976    0.669059  0.00112441
     1.57489     0.66907  0.00147361
     1.58002    0.671169  0.00124908
     1.58515     0.67238  0.00120835
     1.59028    0.671893  0.00108025
     1.59541    0.675856 0.000998895
     1.60054    0.674728  0.00108398
     1.60567    0.677082  0.00102309
      1.6108     0.67775 0.000994371
