           1   0.0596934   0.0596934           0
           2   0.0607093   0.0602014 0.000359166
           3   0.0573293    0.059244 0.000817537
           4   0.0579742   0.0589266 0.000671967
           5   0.0598544   0.0591121 0.000562613
           6   0.0593401   0.0591501 0.000470126
           7   0.0575875   0.0589269 0.000452872
           8   0.0573289   0.0587271 0.000438106
           9   0.0590162   0.0587593 0.000390603
          10   0.0607447   0.0589578 0.000398823
          11   0.0599655   0.0590494  0.00037294
          12   0.0603203   0.0591553 0.000356583
          13   0.0601913    0.059235 0.000337941
          14   0.0610197   0.0593625 0.000336989
          15   0.0622972   0.0595581 0.000366947
          16   0.0619898   0.0597101 0.000374165
          17   0.0622264   0.0598581 0.000380307
          18   0.0622349   0.0599902 0.000381412
          19   0.0616171   0.0600758 0.000370825
          20   0.0596306   0.0600535 0.000352952
          21    0.059681   0.0600358  0.00033659
          22   0.0597597   0.0600233 0.000321525
          23   0.0598787    0.060017 0.000307607
          24   0.0598332   0.0600093 0.000294885
          25   0.0597092   0.0599973 0.000283334
          26   0.0610178   0.0600366 0.000275142
          27   0.0598429   0.0600294 0.000265045
          28   0.0603433   0.0600406 0.000255816
          29   0.0610747   0.0600763 0.000249468
          30   0.0611023   0.0601105 0.000243485
