           1      1.6288      1.6288           0
           2     1.73277     1.68079   0.0367599
           3     1.79304      1.7182   0.0391663
           4     1.83088     1.74637   0.0381838
           5     1.80262     1.75762   0.0321612
           6     1.76649      1.7591    0.026835
           7     1.77408     1.76124   0.0230866
           8      1.8009      1.7662   0.0207262
           9      1.7803     1.76776   0.0184824
          10     1.79288     1.77028    0.016804
          11     1.77727     1.77091   0.0152884
          12     1.78545     1.77212   0.0140623
          13      1.8113     1.77514   0.0132996
          14     1.80756     1.77745   0.0125496
          15      1.8646     1.78326   0.0129883
          16     1.78218      1.7832   0.0121767
          17      1.7975     1.78404   0.0114895
          18     1.80481     1.78519    0.010909
          19     1.79473     1.78569   0.0103464
          20     1.80613     1.78671  0.00987942
          21     1.75416     1.78516  0.00952983
          22     1.73796     1.78302  0.00933511
          23     1.79262     1.78344  0.00893857
          24     1.83963     1.78578  0.00886751
          25     1.79479     1.78614  0.00852013
          26     1.82005     1.78744  0.00829167
          27     1.79757     1.78782  0.00799306
          28     1.88712     1.79136  0.00845791
          29     1.83675     1.79293   0.0083098
          30     1.81266     1.79359  0.00805877
