           1     1.65447     1.65447           0
           2     1.68954     1.67201   0.0124011
           3     1.66763     1.67055  0.00835258
           4     1.62121     1.65821   0.0123841
           5     1.66724     1.66002   0.0100379
           6     1.65357     1.65894  0.00842221
           7     1.65967     1.65905  0.00721969
           8     1.65019     1.65794  0.00640147
           9      1.6609     1.65827  0.00569866
          10     1.65679     1.65812  0.00513071
          11     1.66394     1.65865  0.00469148
          12     1.65629     1.65845  0.00430465
          13     1.64435     1.65737  0.00410793
          14     1.64101      1.6562  0.00397722
          15     1.67247     1.65729  0.00385719
          16     1.63848     1.65611  0.00379106
          17     1.63145     1.65466  0.00383555
          18     1.66389     1.65517  0.00365661
          19     1.62369     1.65352  0.00382109
          20     1.65819     1.65375  0.00363717
          21     1.64715     1.65344  0.00347752
          22     1.66447     1.65394  0.00335542
          23     1.66408     1.65438  0.00323841
          24      1.6274     1.65325  0.00329276
          25     1.65945      1.6535  0.00317038
          26     1.65351      1.6535  0.00304844
          27     1.65866     1.65369  0.00294152
          28     1.65402     1.65371  0.00283648
          29     1.64929     1.65355  0.00274275
          30     1.65585     1.65363   0.0026524
