           1    -5.46173    -5.46173           0
           2    -5.46126     -5.4615 0.000165794
           3    -5.46128    -5.46143 0.000124979
           4     -5.4611    -5.46134 0.000117255
           5    -5.46163     -5.4614 0.000106699
           6    -5.46083    -5.46131 0.000124823
           7    -5.46118    -5.46129 0.000108312
           8     -5.4602    -5.46115 0.000158664
           9     -5.4615    -5.46119 0.000145628
          10    -5.46165    -5.46124 0.000138156
